,FG,FGA,FGApred,Error,PercentageError,RsquaredU,RsquaredT
237,4.9,12.2,10.558515248773244,1.6414847512267556,13.454793042842262,2.694472188509964,26.130260516890484
238,8.9,16.5,18.838126536266635,2.3381265362666355,14.170463856161428,5.466835699594214,88.58153970470784
239,6.2,14.5,13.249388917208595,1.250611082791405,8.624904019251069,1.5640280804006903,54.93443310572301
240,2.2,4.0,4.969777629715207,0.9697776297152068,24.24444074288017,0.9404686510960447,9.5371234610528
241,1.1,2.0,2.692884525654524,0.6928845256545242,34.64422628272621,0.48008896589149497,25.890016862068
242,5.2,11.5,11.17948609533525,0.32051390466475027,2.7870774318673934,0.10272916308344462,19.463773207245808
243,8.3,17.6,17.596184843142627,0.0038151568573745465,0.021677027598719013,1.4555421846372025e-05,110.49744833414951
244,3.0,5.5,6.625699887213885,1.1256998872138846,20.467270676616085,1.2672002360733525,2.522453410291403
245,1.5,4.0,3.520845654403863,0.4791543455961369,11.978858639903422,0.2295888869036622,9.5371234610528
246,1.6,3.8,3.7278359365911977,0.0721640634088021,1.8990543002316345,0.0052076520476696106,10.812412801154322
247,6.7,14.9,14.28434032814527,0.6156596718547309,4.13194410640759,0.37903683154827494,61.02385442551998
248,1.3,2.9,3.1068650900291934,0.2068650900291935,7.133278966523915,0.04279316547278634,17.541214831611164
249,3.6,7.7,7.867641580337893,0.167641580337893,2.177163381011597,0.028103699458186235,0.37427066917468554
250,7.1,15.3,15.11230145689461,0.18769854310539102,1.2267878634339282,0.03523074308388633,67.43327574531696
251,2.7,5.2,6.00472904065188,0.8047290406518801,15.475558474074615,0.6475888288684953,3.565387420443682
252,1.1,2.6,2.692884525654524,0.0928845256545241,3.5724817559432345,0.008627535106065945,20.144148841763435
253,0.3,1.0,1.036962268155846,0.03696226815584591,3.696226815584591,0.0013662092672246608,37.0664635625756
254,9.3,19.7,19.666087665015976,0.03391233498402357,0.17214383240621103,0.001150046464068629,159.0569102630835
255,6.9,14.6,14.698320892519941,0.0983208925199417,0.6734307706845322,0.009666997905917926,56.42678843567225
256,2.1,5.3,4.762787347527872,0.5372126524721281,10.136087782492984,0.2885974339761395,3.197742750392923
257,2.8,7.4,6.2117193228392145,1.188280677160786,16.057846988659268,1.4120109677136958,0.09720467932696523
258,1.3,2.8,3.1068650900291934,0.3068650900291936,10.959467501042628,0.0941661834786251,18.388859501661923
259,2.6,5.9,5.797738758464545,0.10226124153545513,1.7332413819568664,0.010457361520372693,1.4118747300883625
260,9.9,18.2,20.90802935813998,2.7080293581399815,14.879282187582316,7.33342300454804,123.4715803138449
261,5.3,12.3,11.386476377522584,0.9135236224774168,7.427021320954608,0.834525408824262,27.16261584683974
262,2.4,4.7,5.383758194089875,0.6837581940898749,14.548046682763296,0.46752526798504707,5.703610770697481
263,1.8,2.7,4.141816500965867,1.4418165009658672,53.40061114688397,2.0788348224574564,19.256504171712677
264,2.0,4.2,4.555797065340537,0.35579706534053646,8.4713586985842,0.12659155170493797,8.341834120951281
265,1.7,4.1,3.9348262187785323,0.1651737812214673,4.028628810279691,0.027282378002997147,8.929478791002044
266,2.9,7.6,6.4187096050265495,1.1812903949734501,15.543294670703292,1.3954469972565298,0.26191533922544485
267,1.3,3.1,3.1068650900291934,0.0068650900291933326,0.22145451707075267,4.7129461108929714e-05,15.90592549150964
268,3.9,8.5,8.488612426899898,0.011387573100101633,0.13397144823648982,0.00012967682111015834,1.9931133087686062
269,2.0,5.3,4.555797065340537,0.7442029346594632,14.04156480489553,0.5538380079557572,3.197742750392923
270,1.5,3.3,3.520845654403863,0.22084565440386328,6.692292557692826,0.048772803069070614,14.350636151408121
271,2.5,6.4,5.59074847627721,0.8092515237227902,12.644555058168597,0.6548880286476576,0.47365137983456346
272,7.2,15.7,15.319291739081944,0.38070826091805543,2.424893381643665,0.14493877993125018,74.1626970651139
